,Type,Country,Area,Location,Activity,Sex,Age,Fatal,Time,NewDate,NewMonth,NewYear,NewDay,NewAge,NewFatal,NewSpecies
221,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,Y,15h40,2016-09-06,Sep,2016,06,50.0,Y,
222,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,N,Late afternoon,2016-09-05,Sep,2016,05,12.0,N,
223,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,N,Late afternoon,2016-09-05,Sep,2016,05,,N,
224,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,N,,2016-09-04,Sep,2016,04,9.0,N,
225,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,N,,2016-09-01,Sep,2016,01,22.0,N,White
227,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,N,15h00,2016-08-29,Agu,2016,29,25.0,N,Bull
228,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,N,14h00,2016-08-29,Agu,2016,29,37.0,N,
229,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20,N,17h00,2016-08-27,Agu,2016,27,20.0,N,Bull
230,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,N,16h00,2016-08-25,Agu,2016,25,49.0,N,
231,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,N,,2016-08-07,Agu,2016,07,15.0,N,
232,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,N,16h30,2016-08-06,Agu,2016,06,21.0,N,Tiger
233,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,N,,2016-08-04,Agu,2016,04,22.0,N,Blacktip
234,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,N,11h30,2016-07-29,Jul,2016,29,40.0,N,Blue
236,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,N,,2016-07-28,Jul,2016,28,,N,White
237,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,N,,2016-07-27,Jul,2016,27,43.0,N,Nurse
238,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,N,12h00,2016-07-26,Jul,2016,26,18.0,N,
239,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,N,19h05,2016-07-24,Jul,2016,24,29.0,N,
240,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,N,,2016-07-23,Jul,2016,23,36.0,N,
241,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,,N,,2016-07-23,Jul,2016,23,,N,Bull
242,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,N,After noon,2016-07-20,Jul,2016,20,31.0,N,Reef
244,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,N,1300,2016-07-16,Jul,2016,16,9.0,N,
245,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,F,11,N,11h00,2016-07-16,Jul,2016,16,11.0,N,
246,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,N,17h00,2016-07-15,Jul,2016,15,61.0,N,White
249,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,N,,,,,,10.0,N,Angel
250,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,,N,,2016-07-08,Jul,2016,08,,N,White
251,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,N,10h00,2016-07-07,Jul,2016,07,59.0,N,Dogfish
252,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,,N,,2016-07-07,Jul,2016,07,,N,White
253,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,N,14h30 / 15h30,2016-07-06,Jul,2016,06,42.0,N,
254,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,N,22h00,2016-07-04,Jul,2016,04,34.0,N,Nurse
255,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35,N,16h20,2016-06-27,Jun,2016,27,35.0,N,
256,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,N,14h34,2016-06-25,Jun,2016,25,11.0,N,
257,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,N,11h00,2016-06-24,Jun,2016,24,59.0,N,Reef
258,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,N,,2016-06-23,Jun,2016,23,43.0,N,White
259,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,N,15h25,2016-06-21,Jun,2016,21,42.0,N,
260,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,N,14h55,2016-06-21,Jun,2016,21,,N,
261,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,N,06h00,2016-06-15,Jun,2016,15,,N,
262,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,N,,2016-06-15,Jun,2016,15,19.0,N,
263,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,N,17h30,2016-06-14,Jun,2016,14,6.0,N,
264,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,N,15h00,2016-06-11,Jun,2016,11,19.0,N,
265,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,,11h30,2016-06-07,Jun,2016,07,27.0,unknown,
266,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,N,08h30,2016-06-05,Jun,2016,05,64.0,N,
267,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,Y,11h30,2016-06-05,Jun,2016,05,60.0,Y,
268,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,N,Morning,2016-06-04,Jun,2016,04,23.0,N,Mako
270,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,M,,N,Afternoon,2016-06-02,Jun,2016,02,,N,
271,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,Y,16h00,2016-05-31,May,2016,31,29.0,Y,White
272,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,N,16h00,2016-05-29,May,2016,29,52.0,N,
273,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,N,15h45,2016-05-29,May,2016,29,13.0,N,
274,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,N,12h00,2016-05-22,May,2016,22,57.0,N,
275,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,N,18h00,2016-05-21,May,2016,21,22.0,N,Bull
276,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,N,17h46,2016-05-21,May,2016,21,11.0,N,
277,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,N,Morning ,2016-05-18,May,2016,18,48.0,N,Blacktip
278,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,N,13h20,2016-05-15,May,2016,15,23.0,N,Nurse
279,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,N,15h49,2016-05-03,May,2016,03,59.0,N,
280,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,N,Afternoon,2016-05-02,May,2016,02,39.0,N,Mako
281,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,N,07h00,2016-04-25,Apr,2016,25,24.0,N,Bull
282,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,N,17h30,2016-04-23,Apr,2016,23,15.0,N,
283,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,,N,08h00,2016-04-22,Apr,2016,22,,N,White
284,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,N,12h00,2016-04-19,Apr,2016,19,12.0,N,Wobbegong
285,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,22,M,Morning,2016-04-18,Apr,2016,18,22.0,unknown,Reef
286,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,26,N,Morning,2016-04-18,Apr,2016,18,26.0,N,Reef
287,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,26,N,,2016-04-13,Apr,2016,13,26.0,N,Bull
288,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,Y,10h45,2016-04-09,Apr,2016,09,69.0,Y,Tiger
290,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,N,,2016-04-07,Apr,2016,07,34.0,N,
292,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,N,11h00,2016-03-31,Mar,2016,31,46.0,N,
293,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,N,19h00,2016-03-30,Mar,2016,30,22.0,N,
295,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,N,11h00,2016-03-28,Mar,2016,28,41.0,N,
298,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,19,N,13h30,2016-03-11,Mar,2016,11,19.0,N,
299,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,M,45,Y,Afternoon,2016-03-10,Mar,2016,10,45.0,Y,
300,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,12,N,Afternoon,2016-03-04,Mar,2016,04,12.0,N,
301,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,,N,Midnight,,,,,,N,
302,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,N,,2016-03-02,Mar,2016,02,41.0,N,Sandtiger
303,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,M,21,N,19h00,2016-02-22,Feb,2016,22,21.0,N,
304,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,31,N,16h00,2016-02-19,Feb,2016,19,31.0,N,
305,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,,N,15h00,2016-02-12,Feb,2016,12,,N,
306,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,M,65,,,,,,,65.0,unknown,
307,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,,,12h30,2016-02-10,Feb,2016,10,,unknown,
308,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,N,13h20,2016-02-05,Feb,2016,05,45.0,N,
309,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,40,N,Late afternoon,2016-02-04,Feb,2016,04,40.0,N,
310,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,41,N,,2016-02-02,Feb,2016,02,41.0,N,Sandtiger
312,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,N,14h00,2016-01-28,Jan,2016,28,,N,Reef
313,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,N,11h30,2016-01-25,Jan,2016,25,15.0,N,
314,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,,N,09h30 / 10h00,2016-01-24,Jan,2016,24,,N,Bull
315,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,,N,,2016-01-24,Jan,2016,24,,N,Mako
316,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,48,N,Morning,2016-01-23,Jan,2016,23,48.0,N,Tiger
317,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,,N,,,,,,,N,Wobbegong
318,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,11,N,Afternoon,2016-01-05,Jan,2016,05,11.0,N,Blacktip
319,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,31,N,11h30,2016-01-02,Jan,2016,02,31.0,N,
320,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,,N,Morning,2015-12-26,Dec,2015,26,,N,White
321,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,N,,2015-12-25,Dec,2015,25,38.0,N,Silky
322,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,N,Morning,2015-12-22,Dec,2015,22,71.0,N,
323,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,N,07h00,2015-12-21,Dec,2015,21,43.0,N,Whaler
324,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,N,,2015-12-21,Dec,2015,21,32.0,N,Tiger
326,Boating,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,unknown,,N,10h30,2015-12-13,Dec,2015,13,,N,White
327,Unprovoked,BAHAMAS,,Off Andros Island,Lobster fishing,M,26,N,,2015-12-11,Dec,2015,11,26.0,N,Bull
328,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,N,Morning,2015-12-08,Dec,2015,08,22.0,N,
329,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,N,10h15,2015-11-20,Nov,2015,20,55.0,N,Galapagos
330,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,,N,Afternoon,2015-11-16,Nov,2015,16,,N,
331,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,,N,11h00,2015-11-15,Nov,2015,15,,N,
332,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,N,,2015-11-15,Nov,2015,15,28.0,N,Spinner
333,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,N,18h15,2015-11-10,Nov,2015,10,20.0,N,Bull
334,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,,11h00,2015-11-07,Nov,2015,07,9.0,unknown,
335,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,N,11h00,2015-11-03,Nov,2015,03,54.0,N,
336,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,28,N,14h00,2015-11-01,Nov,2015,01,28.0,N,
337,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,N,04h00,2015-11-01,Nov,2015,01,19.0,N,
338,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,50,N,,2015-10-30,Oct,2015,30,50.0,N,
339,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10,N,14h50,2015-10-28,Oct,2015,28,10.0,N,
340,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,N,15h00,2015-10-25,Oct,2015,25,42.0,N,White
341,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,N,14h30,2015-10-21,Oct,2015,21,21.0,N,
342,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,N,13h50,2015-10-19,Oct,2015,19,21.0,N,Spinner
343,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,35,Y,,2015-10-17,Oct,2015,17,35.0,Y,
344,Invalid,USA,Hawaii,"Waikiki, ",Surfing,M,32,,19h20,2015-10-17,Oct,2015,17,32.0,unknown,
345,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,N,11h30,2015-10-17,Oct,2015,17,44.0,N,Tiger
346,Boating,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,,N,11h00,2015-10-13,Oct,2015,13,,N,
347,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,9,N,16h20,2015-10-09,Oct,2015,09,9.0,N,
348,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,N,10h25,2015-10-09,Oct,2015,09,25.0,N,Tiger
350,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,18,N,16h50,2015-10-07,Oct,2015,07,18.0,N,
351,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,M,22,N,13h00,2015-10-05,Oct,2015,05,22.0,N,
352,Unprovoked,USA,Texas,Galveston,Wading,M,13,N,10h00,2015-10-05,Oct,2015,05,13.0,N,
353,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,08h30,2015-10-04,Oct,2015,04,14.0,N,Blacktip
354,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,22,N,16h20,2015-09-29,Sep,2015,29,22.0,N,Blacktip
355,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,7,N,Afternoon,2015-09-26,Sep,2015,26,7.0,N,
356,Boating,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,M,,N,10h45-11h15,2015-09-24,Sep,2015,24,,N,White
357,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,16h45,2015-09-20,Sep,2015,20,14.0,N,Juvenile
358,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,27,N,15h52,2015-09-20,Sep,2015,20,27.0,N,Tiger
359,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,12,N,12h30,2015-09-20,Sep,2015,20,12.0,N,
360,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,M,16,N,07h30,2015-09-20,Sep,2015,20,16.0,N,
361,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",Kayak Fishing,M,,N,,2015-09-19,Sep,2015,19,,N,Hammerhead
362,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,,N,19h00,2015-09-18,Sep,2015,18,,N,
363,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,N,15h00,2015-09-17,Sep,2015,17,20.0,N,
364,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,42,N,06h15,2015-09-08,Sep,2015,08,42.0,N,
365,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,50,N,17h30,2015-09-06,Sep,2015,06,50.0,N,White
366,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,M,29,N,14h40,2015-09-05,Sep,2015,05,29.0,N,Hammerhead
367,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,62,N,11h30,2015-09-04,Sep,2015,04,62.0,N,White
368,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,M,,N,16h00,2015-09-03,Sep,2015,03,,N,
369,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,F,37,N,08h30,2015-09-01,Sep,2015,01,37.0,N,Small
371,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,N,10h25,2015-08-29,Agu,2015,29,54.0,N,White
372,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,N,10h00,2015-08-29,Agu,2015,29,21.0,N,White
374,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,N,17h10,2015-08-22,Agu,2015,22,38.0,N,
375,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,N,12h30,2015-08-20,Agu,2015,20,15.0,N,
376,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,N,15h30,2015-08-19,Agu,2015,19,10.0,N,
377,Boating,USA,California,Santa Barbara County,Kayak Fishing,M,22,N,07h30,2015-08-18,Agu,2015,18,22.0,N,White
378,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,10,,11h00,2015-08-18,Agu,2015,18,10.0,unknown,
379,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,N,08h00,2015-08-10,Agu,2015,10,57.0,N,Hammerhead
380,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,N,06h00,2015-07-31,Jul,2015,31,52.0,N,White
381,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,47,N,,2015-07-28,Jul,2015,28,47.0,N,
383,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,N,19h00,2015-07-26,Jul,2015,26,25.0,N,Spinner
384,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,,10h10,2015-07-26,Jul,2015,26,35.0,unknown,But
385,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,46,Y,10h00,2015-07-25,Jul,2015,25,46.0,Y,White
386,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,31,N,,2015-07-23,Jul,2015,23,31.0,N,Mako
387,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,40,N,,2015-07-23,Jul,2015,23,40.0,N,Whaler
388,Unprovoked,REUNION,,St. Leu,Surfing,M,45,N,,2015-07-22,Jul,2015,22,45.0,N,Bull
389,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,34,N,,2015-07-19,Jul,2015,19,34.0,N,White
390,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,N,08h45,2015-07-10,Jul,2015,10,38.0,N,White
391,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,,,2015-07-08,Jul,2015,08,39.0,unknown,
393,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,23,N,,2015-07-04,Jul,2015,04,23.0,N,
394,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",,M,32,N,Evening,2015-07-04,Jul,2015,04,32.0,N,
395,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,N,09h00,2015-07-03,Jul,2015,03,52.0,N,White
396,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding ,M,32,N,09h00,2015-07-02,Jul,2015,02,32.0,N,White
397,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,N,12h10,2015-07-01,Jul,2015,01,68.0,N,
399,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,12,N,18h05,2015-06-30,Jun,2015,30,12.0,N,
400,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,N,16h00,2015-06-27,Jun,2015,27,18.0,N,Bull
401,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,M,19,N,14h40,2015-06-27,Jun,2015,27,19.0,N,White
402,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,,,19h30,2015-06-26,Jun,2015,26,,unknown,
403,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,23,N,16h00,2015-06-26,Jun,2015,26,23.0,N,White
404,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,N,11h00,2015-06-26,Jun,2015,26,43.0,N,
405,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,19,N,,,,,,19.0,N,Wobbegong
406,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,47,N,11h41,2015-06-25,Jun,2015,25,47.0,N,
407,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,N,12h25,2015-06-24,Jun,2015,24,6.0,N,Sandtiger
408,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,37,N,09h30,2015-06-24,Jun,2015,24,37.0,N,White
409,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,N,,2015-06-23,Jun,2015,23,9.0,N,Small
410,Unprovoked,PUERTO RICO,,Off Cabo Rojo,Spearfishing,M,36,N,Morning,2015-06-19,Jun,2015,19,36.0,N,
411,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,N,13h00,2015-06-17,Jun,2015,17,10.0,N,
412,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,16,N,17h51,2015-06-14,Jun,2015,14,16.0,N,Bull
413,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,N,16h12,2015-06-14,Jun,2015,14,12.0,N,Bull
415,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,13,N,12h45,2015-06-11,Jun,2015,11,13.0,N,
416,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11,N,10h50,2015-06-07,Jun,2015,07,11.0,N,Bull
417,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,17,N,,2015-06-05,Jun,2015,05,17.0,N,Nurse
418,Unprovoked,REUNION,Le Port,Folette,Surfing,M,47,N,15h00,2015-06-01,Jun,2015,01,47.0,N,Bull
419,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14,N,15h00,2015-05-29,May,2015,29,14.0,N,
420,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,19,N,13h45,2015-05-29,May,2015,29,19.0,N,
421,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,M,19,N,08h00,2015-05-25,May,2015,25,19.0,N,
422,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13,N,,2015-05-24,May,2015,24,13.0,N,
423,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N,10h30,2015-05-20,May,2015,20,18.0,N,
424,Unprovoked,USA,South Carolina,Sullivan's Island,,M,30,N,14h15,2015-05-15,May,2015,15,30.0,N,
425,Unprovoked,NEW CALEDONIA,,Kouare ,Snorkeling,M,50,Y,,2015-05-09,May,2015,09,50.0,Y,Bull
426,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,,N,15h00,2015-05-07,May,2015,07,,N,
427,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,M,,N,15h00,2015-05-03,May,2015,03,,N,White
428,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,M,29,N,13h00,2015-05-02,May,2015,02,29.0,N,White
429,Unprovoked,USA,Hawaii,Kanahena Cove ,Snorkeling,F,65,Y,09h00,2015-04-29,Apr,2015,29,65.0,Y,
430,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,M,63,N,16h30,2015-04-26,Apr,2015,26,63.0,N,Foot
431,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,M,26,N,09h45,2015-04-25,Apr,2015,25,26.0,N,White
432,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing ,M,71,N,11h00,2015-06-24,Jun,2015,24,71.0,N,White
433,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,48,N,,2015-04-13,Apr,2015,13,48.0,N,Blue
434,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,M,13,Y,09h00,2015-04-12,Apr,2015,12,13.0,Y,Bull
